id,name,organism,known_action,inhibition_strength,induction_strength,position,parent_key
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,4,DB00620
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,5,DB00620
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB00622
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,2,DB00622
BE0002793,Cytochrome P450 2C9,Human,unknown,strong,unknown,3,DB00622
BE0003536,Cytochrome P450 2C19,Human,unknown,moderate,unknown,4,DB00622
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB00622
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,17,DB00622
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,18,DB00622
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,19,DB00622
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00623
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB00623
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,5,DB00623
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB00624
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,NA,DB00624
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Human,unknown,unknown,unknown,NA,DB00624
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,NA,DB00624
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB00624
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00624
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,12,DB00624
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,13,DB00624
BE0003534,Cytochrome P450 2A13,Human,unknown,unknown,unknown,14,DB00624
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,15,DB00624
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,16,DB00624
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,17,DB00624
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,18,DB00624
BE0003550,Cytochrome P450 3A43,Human,unknown,unknown,unknown,19,DB00624
BE0003536,Cytochrome P450 2C19,Human,unknown,moderate,unknown,1,DB00625
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB00625
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,3,DB00625
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,moderate,4,DB00625
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,moderate,5,DB00625
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,moderate,6,DB00625
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,8,DB00625
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,8,DB00625
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,9,DB00625
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,10,DB00625
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB00627
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00628
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00629
BE0002804,Deoxycytidine kinase,Human,unknown,unknown,unknown,NA,DB00631
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,1,DB00633
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB00633
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,3,DB00633
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB00633
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00635
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB00635
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB00636
BE0002189,Glutathione S-transferase A2,Human,unknown,unknown,unknown,NA,DB00636
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00636
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,2,DB00636
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,3,DB00636
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,4,DB00636
BE0000421,Cytochrome P450 4A11,Human,unknown,unknown,unknown,5,DB00636
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00637
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00637
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00637
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB00637
BE0003683,Cytochrome P450 2J2,Human,unknown,unknown,unknown,5,DB00637
BE0002214,Adenosine deaminase,Human,unknown,unknown,unknown,NA,DB00640
BE0003540,Adenosine kinase,Human,unknown,unknown,unknown,NA,DB00640
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00641
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00641
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00641
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,4,DB00641
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB00641
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB00641
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,7,DB00641
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,8,DB00641
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,9,DB00641
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,10,DB00641
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,11,DB00641
BE0002804,Deoxycytidine kinase,Human,unknown,unknown,unknown,NA,DB00642
BE0001204,Equilibrative nucleoside transporter 1,Human,unknown,unknown,unknown,5,DB00642
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00643
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,3,DB00643
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00647
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00647
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,1,DB00647
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB00647
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00647
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,strong,1,DB00648
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,NA,DB00655
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00655
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,7,DB00655
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,8,DB00655
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,9,DB00655
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,10,DB00655
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,11,DB00655
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,12,DB00655
BE0000421,Cytochrome P450 4A11,Human,unknown,unknown,unknown,13,DB00655
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00656
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00656
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00656
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB00656
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB00661
BE0002362,Cytochrome P450 3A5,Human,unknown,moderate,unknown,2,DB00661
BE0003612,Cytochrome P450 3A7,Human,unknown,moderate,unknown,3,DB00661
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB00661
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB00661
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,6,DB00661
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,7,DB00661
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,8,DB00661
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,9,DB00661
BE0002363,Cytochrome P450 2D6,Human,unknown,weak,unknown,10,DB00661
BE0002364,NADPH--cytochrome P450 reductase,Human,unknown,unknown,unknown,NA,DB00665
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB00665
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,1,DB00665
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB00665
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB00668
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB00668
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB00668
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,NA,DB00669
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB00672
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB00672
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,7,DB00672
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB00673
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00673
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00673
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB00673
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB00673
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,strong,6,DB00673
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00674
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB00674
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB00675
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB00675
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00675
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00675
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB00675
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB00675
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,6,DB00675
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,7,DB00675
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,8,DB00675
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,9,DB00675
BE0003609,Dimethylaniline monooxygenase [N-oxide-forming] 1,Human,unknown,unknown,unknown,10,DB00675
BE0003606,Dimethylaniline monooxygenase [N-oxide-forming] 3,Human,unknown,unknown,unknown,11,DB00675
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,12,DB00675
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,13,DB00675
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,14,DB00675
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,15,DB00675
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,16,DB00675
BE0003678,UDP-glucuronosyltransferase 1-10,Human,unknown,unknown,unknown,17,DB00675
BE0000927,Sulfotransferase 1A1,Human,unknown,unknown,unknown,18,DB00675
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,3,DB00677
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB00678
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB00678
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00678
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,4,DB00678
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB00678
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,6,DB00678
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,7,DB00678
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,8,DB00678
BE0003678,UDP-glucuronosyltransferase 1-10,Human,unknown,unknown,unknown,9,DB00678
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,10,DB00678
BE0003680,UDP-glucuronosyltransferase 2B17,Human,unknown,unknown,unknown,11,DB00678
BE0002363,Cytochrome P450 2D6,Human,unknown,strong,unknown,NA,DB00679
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB00679
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,7,DB00679
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,8,DB00679
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,9,DB00679
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,10,DB00679
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB00682
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB00682
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB00682
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB00682
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB00682
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,6,DB00682
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,7,DB00682
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00683
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00683
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00683
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,4,DB00683
BE0004673,Cytochrome P450 4B1,Human,unknown,unknown,unknown,5,DB00683
BE0003544,UDP-glucuronosyltransferase 1-4,Human,unknown,unknown,unknown,18,DB00683
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,19,DB00683
BE0002566,Aminoglycoside 2'-N-acetyltransferase,Mycobacterium tuberculosis,unknown,unknown,unknown,1,DB00684
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,NA,DB00688
BE0004695,UDP-glucuronosyltransferase 1-7,Human,unknown,unknown,unknown,3,DB00688
BE0004694,UDP-glucuronosyltransferase 1-6,Human,unknown,unknown,unknown,4,DB00688
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,5,DB00688
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,6,DB00688
BE0003682,UDP-glucuronosyltransferase 1-8,Human,unknown,unknown,unknown,7,DB00688
BE0003678,UDP-glucuronosyltransferase 1-10,Human,unknown,unknown,unknown,8,DB00688
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,9,DB00688
BE0004712,Cocaine esterase,Human,unknown,unknown,unknown,10,DB00688
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,12,DB00688
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,13,DB00688
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,14,DB00688
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,1,DB00690
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,2,DB00690
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB00690
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,4,DB00693
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00694
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00694
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB00694
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,4,DB00694
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,4,DB00694
BE0002204,Xanthine dehydrogenase/oxidase,Human,unknown,unknown,unknown,5,DB00694
BE0002364,NADPH--cytochrome P450 reductase,Human,unknown,unknown,unknown,6,DB00694
BE0003559,"6-phosphogluconate dehydrogenase, decarboxylating",Human,unknown,unknown,unknown,8,DB00695
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,10,DB00695
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00696
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,12,DB00696
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00697
BE0002364,NADPH--cytochrome P450 reductase,Human,unknown,unknown,unknown,4,DB00698
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00699
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00700
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB00700
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB00700
BE0003542,"Cytochrome P450 11B2, mitochondrial",Human,unknown,unknown,unknown,1,DB00700
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,NA,DB00701
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,3,DB00701
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB00701
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB00701
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,6,DB00701
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,7,DB00701
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,8,DB00701
BE0002639,Pancreatic alpha-amylase,Human,unknown,unknown,unknown,1,DB00702
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB00703
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB00703
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB00703
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,5,DB00703
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB00703
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,2,DB00704
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB00704
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,1,DB00705
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,2,DB00705
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00705
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,4,DB00705
BE0002793,Cytochrome P450 2C9,Human,unknown,strong,unknown,5,DB00705
BE0003536,Cytochrome P450 2C19,Human,unknown,strong,unknown,6,DB00705
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,7,DB00705
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,8,DB00705
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00706
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00706
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00708
BE0002804,Deoxycytidine kinase,Human,unknown,unknown,unknown,7,DB00709
BE0000637,UMP-CMP kinase,Human,unknown,unknown,unknown,8,DB00709
BE0004454,Phosphoglycerate kinase 1,Human,unknown,unknown,unknown,9,DB00709
BE0003106,Nucleoside diphosphate kinase A,Human,unknown,unknown,unknown,10,DB00709
BE0003281,Nucleoside diphosphate kinase B,Human,unknown,unknown,unknown,11,DB00709
BE0000615,Choline-phosphate cytidylyltransferase A,Human,unknown,unknown,unknown,12,DB00709
BE0004773,Ethanolamine-phosphate cytidylyltransferase,Human,unknown,unknown,unknown,13,DB00709
BE0004774,"5'(3')-deoxyribonucleotidase, cytosolic type",Human,unknown,unknown,unknown,18,DB00709
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,2,DB00711
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB00712
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,6,DB00712
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,7,DB00712
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,8,DB00712
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,9,DB00712
BE0003681,UDP-glucuronosyltransferase 2B4,Human,unknown,unknown,unknown,10,DB00712
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,16,DB00714
BE0002363,Cytochrome P450 2D6,Human,unknown,strong,unknown,NA,DB00715
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB00715
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,10,DB00715
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,11,DB00715
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,12,DB00715
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00717
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB00717
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,3,DB00717
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB00717
BE0004477,"Adenylate kinase 2, mitochondrial",Human,unknown,unknown,unknown,5,DB00718
BE0004780,"Adenylate kinase 4, mitochondrial",Human,unknown,unknown,unknown,6,DB00718
BE0003106,Nucleoside diphosphate kinase A,Human,unknown,unknown,unknown,7,DB00718
BE0003281,Nucleoside diphosphate kinase B,Human,unknown,unknown,unknown,8,DB00718
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB00719
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,5,DB00720
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,2,DB00721
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB00724
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB00724
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB00726
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB00726
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,NA,DB00726
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,10,DB00726
BE0000133,"Aldehyde dehydrogenase, mitochondrial",Human,unknown,unknown,unknown,1,DB00727
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB00730
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,NA,DB00730
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB00731
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB00731
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB00731
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,4,DB00731
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,5,DB00731
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,6,DB00731
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,7,DB00731
