form,route,strength,parent_key
"Injection, solution",Intravenous,1 g/50mL,DB00438
"Injection, solution",Intravenous,2 g/50mL,DB00438
"Powder, for solution",Intravenous,3 g,DB00438
"Powder, for solution",Intravenous,10 g,DB00438
"Injection, powder, for solution",Intramuscular; Intravenous,100 mg/mL,DB00438
"Injection, powder, for solution",Intramuscular; Intravenous,111 mg/mL,DB00438
"Injection, powder, for solution",Intramuscular; Intravenous,170 mg/mL,DB00438
"Injection, powder, for solution",Intramuscular; Intravenous,200 mg/mL,DB00438
"Injection, powder, for solution",Intramuscular; Intravenous,56 mg/mL,DB00438
"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous,20 mg/mL,DB00438
"Injection, solution",Intravenous,20 mg/mL,DB00438
"Injection, solution",Intravenous,40 mg/mL,DB00438
"Powder, for solution",Intramuscular; Intravenous,1 g,DB00438
"Powder, for solution",Intravenous,2 g,DB00438
"Powder, for solution",Intravenous,6 g,DB00438
"Powder, for solution",Intramuscular; Intravenous,500 mg,DB00438
"Injection, powder, for solution",Intravenous,1 g/1,DB00438
"Injection, powder, for solution",Intravenous,6 g/1,DB00438
"Powder, for solution",Intravenous,1 g,DB00438
Powder,Intramuscular; Intravenous,500 mg,DB00438
"Injection, powder, for solution",Intravenous,,DB00438
Tablet,Oral,0.4 mg,DB00439
Tablet,Oral,0.8 mg,DB00439
Tablet,Oral,0.2 mg,DB00439
Tablet,Oral,0.3 mg,DB00439
Liquid,Intravenous,,DB00440
Liquid,Ophthalmic,,DB00440
Solution / drops,Ophthalmic,,DB00440
Solution,Oral,50 mg/5mL,DB00440
Solution,Intravenous,,DB00440
Injection,Intravenous,,DB00440
"Injection, solution, concentrate",Intravenous,,DB00440
Suspension,Oral,,DB00440
Tablet,Oral,,DB00440
Tablet,Oral,100 mg/1,DB00440
Solution,Ophthalmic,,DB00440
Tablet,Oral,100 mg,DB00440
Tablet,Oral,200 mg,DB00440
Solution,Intravenous,38 mg,DB00441
Injection,Intravenous,38 mg/mL,DB00441
"Injection, powder, lyophilized, for solution",Intravenous,1 g/26.3mL,DB00441
"Injection, powder, lyophilized, for solution",Intravenous,200 mg/5.26mL,DB00441
"Injection, powder, lyophilized, for solution",Intravenous,40 mg/mL,DB00441
"Injection, solution",Intravenous,100 mg/mL,DB00441
"Injection, solution",Intravenous,38 mg/mL,DB00441
"Powder, for solution",Intravenous,1 g,DB00441
"Powder, for solution",Intravenous,200 mg,DB00441
Solution,Intravenous,100 mg,DB00441
Powder,Intravenous,1 g,DB00441
Powder,Intravenous,2 g,DB00441
Powder,Intravenous,200 mg,DB00441
"Powder, for solution",Intravenous,2 g,DB00441
"Injection, powder, lyophilized, for solution",Intravenous,1 g/25mL,DB00441
"Injection, powder, lyophilized, for solution",Intravenous,2 g/50mL,DB00441
"Injection, powder, lyophilized, for solution",Intravenous,200 mg/5mL,DB00441
"Injection, powder, lyophilized, for solution",Intravenous,38 mg/mL,DB00441
Solution,Intravenous,40 mg,DB00441
Solution,Oral,.05 mg/mL,DB00442
Solution,Oral,0.05 mg/ml,DB00442
Tablet,Oral,0.5 mg,DB00442
"Tablet, film coated",Oral,0.5 mg,DB00442
"Tablet, film coated",Oral,1 mg,DB00442
Tablet,Oral,.5 mg/1,DB00442
Tablet,Oral,1 mg/1,DB00442
"Tablet, coated",Oral,.5 mg/1,DB00442
"Tablet, coated",Oral,1 mg/1,DB00442
"Tablet, film coated",Oral,.5 mg/1,DB00442
"Tablet, film coated",Oral,1 mg/1,DB00442
Tablet,Oral,1 mg,DB00442
Gel,Topical,0.025 %,DB00443
Kit,Intra-articular; Intralesional; Intramuscular,,DB00443
Liquid,Topical,.1 %,DB00443
Gel,Topical,.1 %,DB00443
Suspension,Intra-articular; Intralesional; Intramuscular,,DB00443
"Injection, suspension",Intra-articular; Intralesional; Intramuscular,,DB00443
"Injection, suspension",Epidural; Intramuscular; Intraspinal; Intrathecal,,DB00443
"Injection, suspension",Intramuscular,,DB00443
Cream,Topical,.5 mg/g,DB00443
Cream,Topical,.64 mg/g,DB00443
"Cream, augmented",Topical,.5 mg/g,DB00443
Gel,Topical,.5 mg/g,DB00443
Gel,Topical,.64 mg/g,DB00443
Lotion,Topical,.5 mg/g,DB00443
"Lotion, augmented",Topical,.5 mg/mL,DB00443
Ointment,Topical,.05 mg/g,DB00443
Ointment,Topical,.5 mg/g,DB00443
"Ointment, augmented",Topical,.5 mg/g,DB00443
Lotion,Topical,.64 mg/mL,DB00443
"Injection, solution",Epidural; Intramuscular; Intraspinal; Intrathecal,12 mg/mL,DB00443
Cream,Topical,1 mg/g,DB00443
Cream,Topical,1.2 mg/g,DB00443
Lotion,Cutaneous,1 mg/mL,DB00443
Lotion,Topical,1 mg/mL,DB00443
Ointment,Topical,1 mg/g,DB00443
Ointment,Topical,1.2 mg/g,DB00443
Lotion,Topical,1.22 mg,DB00443
Cream,Topical,.05 %,DB00443
Cream,Topical,.64 mg,DB00443
Lotion,Topical,.64 mg,DB00443
Ointment,Topical,.64 mg,DB00443
Patch,Topical,0.1 %,DB00443
Solution / drops,Auricular (otic); Ophthalmic,.1 %,DB00443
Liquid,Auricular (otic); Ophthalmic,0.1 %,DB00443
Tablet,Topical,0.1 mg,DB00443
Enema,Rectal,5 mg,DB00443
Tablet,Oral,.5 mg,DB00443
"Tablet, effervescent",Oral,0.5 mg,DB00443
Cream,Topical,.1 %,DB00443
Lotion,Topical,.1 %,DB00443
Ointment,Topical,.1 %,DB00443
Ointment,Topical,0.1 %,DB00443
Ointment,Topical,0.05 %,DB00443
"Tablet, extended release",Oral,1 mg,DB00443
"Injection, suspension",Intra-articular; Intralesional; Intramuscular; Soft tissue,,DB00443
Suspension,Intra-articular; Intrabursal; Intradermal; Intramuscular,,DB00443
Tablet,Oral,0.5 mg,DB00443
Cream,Topical,,DB00443
Lotion,Topical,,DB00443
Kit,,,DB00443
Lotion,Topical,.5 mg/mL,DB00443
Liquid,Auricular (otic); Ophthalmic,,DB00443
Gel,Topical,,DB00443
Cream,Topical,.05 g/100g,DB00443
Ointment,Topical,.05 g/100g,DB00443
"Aerosol, foam",Topical,,DB00443
Solution,Auricular (otic); Ophthalmic,,DB00443
Ointment,Ophthalmic,,DB00443
"Aerosol, foam",Topical,0.12 %,DB00443
"Aerosol, foam",Topical,1.2 mg/g,DB00443
Kit,Epidural; Infiltration; Intra-articular; Intralesional; Intramuscular; Topical,,DB00443
Lotion,Topical,.05 %,DB00443
Cream,Topical,0.05 %,DB00443
Lotion,Topical,0.05 %,DB00443
Cream,Topical,0.1 %,DB00443
Kit,Epidural; Infiltration; Intra-articular; Intralesional; Intramuscular,,DB00443
Cream,Topical,0.5 mg,DB00443
Lotion,Topical,.5 mg,DB00443
Ointment,Topical,.5 mg,DB00443
Cream,Topical,.5 mg,DB00443
Ointment,Topical,.05 %,DB00443
Kit,Topical,,DB00443
Spray,Topical,.5 mg/g,DB00443
Ointment,Topical,,DB00443
"Spray, metered",Topical,,DB00443
Suspension,Topical,,DB00443
Lotion,Topical,0.1 %,DB00443
"Injection, solution",Intravenous,10 mg/mL,DB00444
Liquid,Intravenous,10 mg,DB00444
Injection,Intravenous,2 mg/mL,DB00445
Injection,Intravenous,200 mg/100mL,DB00445
Injection,Intravenous,50 mg/25mL,DB00445
"Injection, solution",Intravenous,2 mg/mL,DB00445
"Injection, solution",Intravenous,200 mg/100mL,DB00445
"Injection, solution",Intravenous,50 mg/25mL,DB00445
"Powder, for solution",Intravenous,50 mg,DB00445
Solution,Intravenous,2 mg,DB00445
Solution,Intravenous,2.0 mg,DB00445
"Powder, for solution",Intravenous,10 mg,DB00445
Powder,Topical,,DB00446
"Powder, for solution",Topical,,DB00446
Liquid,Ophthalmic,.4 %,DB00446
Ointment,Ophthalmic; Topical,1 %,DB00446
Solution,Ophthalmic,0.5 %,DB00446
"Injection, powder, lyophilized, for solution",Intravenous,1 g/10mL,DB00446
"Injection, powder, lyophilized, for solution",Intravenous,133.27 mg/133.27mg,DB00446
Ointment,Ophthalmic,1 %,DB00446
Liquid,Ophthalmic,.5 %,DB00446
"Powder, for solution",Intramuscular; Intravenous,1 g,DB00446
Solution / drops,Ophthalmic,.5 %,DB00446
Ointment,Ophthalmic,10 mg,DB00446
Solution / drops,Ophthalmic; Topical,.5 %,DB00446
Capsule,Oral,250 mg,DB00446
Liquid,Ophthalmic,0.5 mg,DB00446
Ointment,Ophthalmic,,DB00446
Solution,Ophthalmic,2.5 mg,DB00446
Solution,Ophthalmic,5 mg,DB00446
Suspension,Auricular (otic); Ophthalmic,,DB00446
Ointment,Ophthalmic,.2 %,DB00446
Solution / drops,Auricular (otic),5 %,DB00446
Solution / drops,Ophthalmic,.2 %,DB00446
Ointment,Auricular (otic); Ophthalmic,,DB00446
Solution / drops,Ophthalmic,,DB00446
"Capsule; capsule, delayed release; kit; tablet",Oral,,DB00448
"Capsule, delayed release",Oral,15 mg/1,DB00448
"Capsule, delayed release",Oral,30 mg/1,DB00448
"Capsule, delayed release pellets",Oral,15 mg/1,DB00448
"Capsule, delayed release pellets",Oral,30 mg/1,DB00448
Kit,,,DB00448
"Capsule, delayed release",Oral,15 mg,DB00448
"Capsule, delayed release",Oral,30 mg,DB00448
"Tablet, orally disintegrating, delayed release",Oral,15 mg/1,DB00448
"Tablet, orally disintegrating, delayed release",Oral,30 mg/1,DB00448
"Tablet, delayed release",Oral,15 mg,DB00448
"Tablet, delayed release",Oral,30 mg,DB00448
Liquid,Ophthalmic,0.1 %,DB00449
Liquid,Ophthalmic,.1 %,DB00449
Solution / drops,Ophthalmic; Topical,.1 %,DB00449
Solution / drops,Ophthalmic,0.1 %,DB00449
Liquid,Ophthalmic,,DB00449
Liquid,Ophthalmic,1 mg,DB00449
Solution,Ophthalmic,0.1 %,DB00449
"Injection, solution",Intramuscular; Intravenous,2.5 mg/mL,DB00450
Solution,Intramuscular; Intravenous,2.5 mg,DB00450
Injection,Intramuscular; Intravenous,2.5 mg/mL,DB00450
Liquid,Intramuscular; Intravenous,2.5 mg,DB00450
Liquid,Intramuscular; Intravenous,,DB00450
Tablet,Oral,.1 mg,DB00451
Tablet,Oral,.2 mg,DB00451
Tablet,Oral,.3 mg,DB00451
Tablet,Oral,.05 mg,DB00451
"Injection, powder, lyophilized, for solution",Intravenous,100 ug/5mL,DB00451
"Injection, powder, lyophilized, for solution",Intravenous,200 ug/5mL,DB00451
"Injection, powder, lyophilized, for solution",Intravenous,500 ug/5mL,DB00451
Tablet,Oral,.025 mg/1,DB00451
Tablet,Oral,.05 mg/1,DB00451
Tablet,Oral,.075 mg/1,DB00451
Tablet,Oral,.088 mg/1,DB00451
Tablet,Oral,.1 mg/1,DB00451
Tablet,Oral,.112 mg/1,DB00451
Tablet,Oral,.125 mg/1,DB00451
Tablet,Oral,.137 mg/1,DB00451
Tablet,Oral,.15 mg/1,DB00451
Tablet,Oral,.175 mg/1,DB00451
Tablet,Oral,.2 mg/1,DB00451
Tablet,Oral,.3 mg/1,DB00451
Tablet,Oral,112 ug/1,DB00451
Tablet,Oral,125 ug/1,DB00451
Tablet,Oral,175 ug/1,DB00451
Tablet,Oral,25 ug/1,DB00451
Tablet,Oral,50 ug/1,DB00451
Tablet,Oral,75 ug/1,DB00451
"Powder, for solution",Intramuscular; Intravenous,200 mcg,DB00451
"Powder, for solution",Intramuscular; Intravenous,500 mcg,DB00451
Tablet,Oral,,DB00451
Tablet,Oral,100 ug/1,DB00451
Tablet,Oral,137 ug/1,DB00451
Tablet,Oral,137 mcg,DB00451
Tablet,Oral,150 ug/1,DB00451
Tablet,Oral,200 ug/1,DB00451
Tablet,Oral,300 ug/1,DB00451
Tablet,Oral,88 ug/1,DB00451
Liquid,Intravenous,500 mcg,DB00451
Tablet,Oral,100 mcg,DB00451
Tablet,Oral,112 mcg,DB00451
Tablet,Oral,125 mcg,DB00451
Tablet,Oral,150 mcg,DB00451
Tablet,Oral,175 mcg,DB00451
Tablet,Oral,200 mcg,DB00451
Tablet,Oral,25 mcg,DB00451
Tablet,Oral,300 mcg,DB00451
Tablet,Oral,50 mcg,DB00451
Tablet,Oral,75 mcg,DB00451
Tablet,Oral,88 mcg,DB00451
Capsule,Oral,100 ug/1,DB00451
Capsule,Oral,112 ug/1,DB00451
Capsule,Oral,125 ug/1,DB00451
Capsule,Oral,13 ug/1,DB00451
Capsule,Oral,137 ug/1,DB00451
Capsule,Oral,150 ug/1,DB00451
Capsule,Oral,175 ug/1,DB00451
Capsule,Oral,200 ug/1,DB00451
Capsule,Oral,25 ug/1,DB00451
Capsule,Oral,50 ug/1,DB00451
Capsule,Oral,75 ug/1,DB00451
Capsule,Oral,88 ug/1,DB00451
Ointment,Rectal,,DB00452
Suppository,Rectal,,DB00452
Solution,Auricular (otic); Ophthalmic,,DB00452
Dressing,Topical,1 %,DB00452
Solution / drops,Auricular (otic); Ophthalmic,,DB00452
Solution / drops,Topical,,DB00452
Ointment,Auricular (otic); Ophthalmic,,DB00452
Solution / drops,Ophthalmic,5 mg,DB00452
Ointment,Ophthalmic,5 mg,DB00452
Spray,Nasal,,DB00452
Ointment,Topical,,DB00452
"Injection, solution",Intramuscular; Intravenous; Subcutaneous,100 mg/2mL,DB00454
"Injection, solution",Intramuscular; Intravenous; Subcutaneous,100 mg/mL,DB00454
"Injection, solution",Intramuscular; Intravenous; Subcutaneous,25 mg/.5mL,DB00454
"Injection, solution",Intramuscular; Intravenous; Subcutaneous,25 mg/mL,DB00454
"Injection, solution",Intramuscular; Intravenous; Subcutaneous,50 mg/mL,DB00454
"Injection, solution",Intramuscular; Intravenous; Subcutaneous,75 mg/1.5mL,DB00454
"Injection, solution",Intramuscular; Intravenous; Subcutaneous,75 mg/mL,DB00454
Tablet,Oral,50 mg,DB00454
Liquid,Intramuscular; Intravenous; Subcutaneous,50 mg,DB00454
Liquid,Intramuscular; Subcutaneous,50 mg,DB00454
Liquid,Intramuscular; Intravenous; Subcutaneous,100 mg,DB00454
Liquid,Intramuscular; Subcutaneous,100 mg,DB00454
Solution,Intramuscular; Subcutaneous,100 mg,DB00454
Solution,Intramuscular; Subcutaneous,50 mg,DB00454
Liquid,Intramuscular; Intravenous; Subcutaneous,75 mg,DB00454
"Injection, solution",Intravenous,10 mg/mL,DB00454
Solution,Intramuscular; Intravenous; Subcutaneous,100 mg,DB00454
Solution,Intramuscular; Intravenous; Subcutaneous,10 mg,DB00454
Solution,Intramuscular; Intravenous; Subcutaneous,25 mg,DB00454
Solution,Intramuscular; Intravenous; Subcutaneous,50 mg,DB00454
Solution,Intramuscular; Intravenous; Subcutaneous,75 mg,DB00454
Injection,Intramuscular,50 mg/mL,DB00454
Injection,Intramuscular; Intravenous; Subcutaneous,100 mg/mL,DB00454
Injection,Intramuscular; Intravenous; Subcutaneous,25 mg/mL,DB00454
Injection,Intramuscular; Intravenous; Subcutaneous,50 mg/mL,DB00454
Solution,Oral,50 mg/5mL,DB00454
Tablet,Oral,100 mg/1,DB00454
Tablet,Oral,150 mg/1,DB00454
Tablet,Oral,50 mg/1,DB00454
Tablet,Oral,75 mg/1,DB00454
Capsule,Oral,,DB00454
Solution,Intravenous,10 mg,DB00454
Tablet,Oral,10 mg,DB00455
Tablet,Oral,10 mg/1,DB00455
Liquid,Oral,5 mg/5mL,DB00455
Solution,Oral,5 mg/5mL,DB00455
"Tablet, chewable",Oral,5 mg/1,DB00455
"Tablet, multilayer, extended release",Oral,,DB00455
"Tablet, orally disintegrating",Oral,10 mg,DB00455
"Tablet, orally disintegrating",Oral,5 mg,DB00455
"Tablet, orally disintegrating",Oral,5 mg/1,DB00455
Syrup,Oral,1 mg,DB00455
"Tablet, extended release",Oral,,DB00455
"Capsule, liquid filled",Oral,10 mg/1,DB00455
"Tablet, orally disintegrating",Oral,10 mg/1,DB00455
"Tablet, film coated, extended release",Oral,,DB00455
Capsule,Oral,10 mg,DB00455
"Tablet, film coated",Oral,10 mg/1,DB00455
"Tablet, film coated",Oral,,DB00455
Liquid,Intravenous,1 g,DB00456
"Powder, for solution",Intramuscular; Intravenous,1 g,DB00456
"Powder, for solution",Intramuscular; Intravenous,2 g,DB00456
Tablet,Oral,1 mg,DB00457
Tablet,Oral,2 mg,DB00457
Tablet,Oral,5 mg,DB00457
Capsule,Oral,1 mg/1,DB00457
Capsule,Oral,2 mg/1,DB00457
Capsule,Oral,5 mg/1,DB00457
Tablet,Oral,10 mg,DB00458
Tablet,Oral,25 mg,DB00458
Tablet,Oral,50 mg,DB00458
Tablet,Oral,75 mg,DB00458
Tablet,Oral,10 mg/1,DB00458
Tablet,Oral,25 mg/1,DB00458
Tablet,Oral,50 mg/1,DB00458
"Tablet, film coated",Oral,10 mg/1,DB00458
"Tablet, film coated",Oral,25 mg/1,DB00458
"Tablet, film coated",Oral,50 mg/1,DB00458
"Tablet, sugar coated",Oral,10 mg/1,DB00458
"Tablet, sugar coated",Oral,25 mg/1,DB00458
"Tablet, sugar coated",Oral,50 mg/1,DB00458
Capsule,Oral,100 mg/1,DB00458
Capsule,Oral,125 mg/1,DB00458
Capsule,Oral,150 mg/1,DB00458
Capsule,Oral,75 mg/1,DB00458
Capsule,Oral,10 mg/1,DB00459
Capsule,Oral,17.5 mg/1,DB00459
Capsule,Oral,22.5 mg/1,DB00459
Capsule,Oral,25 mg/1,DB00459
Capsule,Oral,10 mg,DB00459
Capsule,Oral,25 mg,DB00459
"Injection, powder, lyophilized, for solution",Intravenous,15 mg/1,DB00460
"Powder, for solution",Intravenous,15 mg,DB00460
Tablet,Oral,500 mg/1,DB00461
Tablet,Oral,750 mg/1,DB00461
"Tablet, film coated",Oral,500 mg/1,DB00461
"Tablet, film coated",Oral,750 mg/1,DB00461
Tablet,Oral,500 mg,DB00461
Tablet,Oral,750 mg,DB00461
Tablet,Oral,2.5 mg/1,DB00462
Tablet,Oral,5 mg/1,DB00462
Solution,Intravenous,10 mg,DB00464
Solution,Intravenous,30 mg,DB00464
Solution,Intravenous,1 %,DB00464
Solution,Intravenous,3 %,DB00464
Solution,Ophthalmic,0.5 %,DB00465
Solution,Ophthalmic,0.4 %,DB00465
Kit,,,DB00465
Solution,Ophthalmic,0.45 %,DB00465
Solution / drops,Ophthalmic,4.5 mg/mL,DB00465
"Spray, metered",Topical,,DB00465
"Injection, solution",Ophthalmic,,DB00465
"Injection, solution",Intraocular,,DB00465
Kit,Infiltration; Intramuscular; Intravenous; Topical,,DB00465
Injection,Intramuscular,30 mg/mL,DB00465
Injection,Intramuscular,60 mg/2mL,DB00465
Injection,Intramuscular; Intravenous,15 mg/mL,DB00465
Injection,Intramuscular; Intravenous,30 mg/mL,DB00465
"Injection, solution",Intramuscular,15 mg/mL,DB00465
"Injection, solution",Intramuscular,30 mg/mL,DB00465
"Injection, solution",Intramuscular,60 mg/2mL,DB00465
"Injection, solution",Intramuscular; Intravenous,15 mg/mL,DB00465
"Injection, solution",Intramuscular; Intravenous,30 mg/mL,DB00465
"Injection, solution",Intramuscular; Intravenous,60 mg/2mL,DB00465
"Injection, solution",Intravenous,30 mg/mL,DB00465
Solution,Ophthalmic,4 mg/mL,DB00465
Solution,Ophthalmic,5 mg/1,DB00465
Solution,Ophthalmic,5 mg/mL,DB00465
Solution / drops,Ophthalmic,4 mg/mL,DB00465
Solution / drops,Ophthalmic,5 mg/mL,DB00465
Tablet,Oral,10 mg/1,DB00465
"Tablet, film coated",Oral,10 mg/1,DB00465
Liquid,Intramuscular,30 mg,DB00465
Solution,Intramuscular,30 mg,DB00465
Solution / drops,Ophthalmic,,DB00465
"Injection, solution, concentrate",Intraocular,,DB00465
Kit,Epidural; Infiltration; Intramuscular; Intravenous,,DB00465
"Spray, metered",Nasal,15.75 mg/1,DB00465
Solution,Intramuscular,10 mg,DB00465
Liquid,Intramuscular,10 mg,DB00465
Tablet,Oral,10 mg,DB00465
Capsule,Oral,200 mg,DB00468
Tablet,Oral,300 mg,DB00468
Capsule,Oral,324 mg/1,DB00468
Capsule,Oral,300 mg,DB00468
Tablet,Oral,20 mg,DB00469
Capsule,Oral,2.5 mg/1,DB00470
Capsule,Oral,5 mg/1,DB00470
"Capsule, liquid filled",Oral,10 mg/1,DB00470
"Capsule, liquid filled",Oral,2.5 mg/1,DB00470
"Capsule, liquid filled",Oral,5 mg/1,DB00470
Capsule,Oral,10 mg/1,DB00470
Capsule,Oral,2.5 mg,DB00470
Capsule,Oral,5 mg,DB00470
Capsule,Oral,10 mg,DB00470
Spray,Buccal,,DB00470
Solution,Oral,5 mg/mL,DB00470
Granule,Oral,4 mg/1,DB00471
Granule,Oral,4 mg/500mg,DB00471
Tablet,Oral,10 mg/1,DB00471
"Tablet, chewable",Oral,4 mg/1,DB00471
"Tablet, coated",Oral,10 mg/1,DB00471
Granule,Oral,10 mg/1,DB00471
Granule,Oral,4 mg,DB00471
Granule,Oral,5 mg/1,DB00471
Tablet,Oral,10 mg,DB00471
"Tablet, chewable",Oral,4 mg,DB00471
"Tablet, chewable",Oral,5 mg,DB00471
"Tablet, chewable",Oral,5 mg/1,DB00471
"Tablet, film coated",Oral,10 mg/1,DB00471
Capsule,Oral,20 mg/1,DB00472
Capsule,Oral,40 mg/1,DB00472
Liquid,Oral,20 mg/5mL,DB00472
Solution,Oral,20 mg/5mL,DB00472
Tablet,Oral,60 mg/1,DB00472
"Tablet, film coated",Oral,60 mg/1,DB00472
Capsule,Oral,10 mg/1,DB00472
"Capsule, delayed release pellets",Oral,90 mg/1,DB00472
Tablet,Oral,10 mg/1,DB00472
Tablet,Oral,20 mg/1,DB00472
"Tablet, coated",Oral,10 mg/1,DB00472
"Tablet, coated",Oral,20 mg/1,DB00472
"Tablet, film coated",Oral,10 mg/1,DB00472
"Tablet, film coated",Oral,20 mg/1,DB00472
Capsule,Oral,40 mg,DB00472
Kit,,,DB00472
Solution,Oral,20 mg,DB00472
Capsule,Oral,,DB00472
Capsule,Oral,60 mg,DB00472
Capsule,Oral,20 mg,DB00472
Capsule,Oral,10 mg,DB00472
Liquid,Oral,20 mg,DB00472
"Capsule, delayed release",Oral,90 mg/1,DB00472
"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Rectal,2.5 g/1,DB00474
"Injection, powder, lyophilized, for solution",Intramuscular; Intravenous; Rectal,500 mg/1,DB00474
"Powder, for solution",Intravenous,500 mg,DB00474
Capsule,Oral,10 mg,DB00475
Capsule,Oral,25 mg,DB00475
Capsule,Oral,5 mg,DB00475
Tablet,Oral,,DB00475
"Tablet, film coated",Oral,,DB00475
Capsule,Oral,10 mg/1,DB00475
Capsule,Oral,25 mg/1,DB00475
Capsule,Oral,5 mg/1,DB00475
"Capsule, gelatin coated",Oral,10 mg/1,DB00475
"Capsule, gelatin coated",Oral,25 mg/1,DB00475
"Capsule, gelatin coated",Oral,5 mg/1,DB00475
Capsule,Oral,,DB00475
"Capsule, delayed release",Oral,30 mg,DB00476
"Capsule, delayed release",Oral,60 mg,DB00476
"Capsule, delayed release",Oral,30 mg/1,DB00476
"Capsule, delayed release",Oral,60 mg/1,DB00476
"Capsule, delayed release",Oral,20 mg/1,DB00476
"Capsule, delayed release pellets",Oral,30 mg/1,DB00476
"Capsule, delayed release pellets",Oral,60 mg/1,DB00476
"Capsule, delayed release pellets",Oral,20 mg/1,DB00476
"Capsule, delayed release pellets",Oral,40 mg/1,DB00476
"Capsule, delayed release",Oral,40 mg/1,DB00476
"Capsule, delayed release",Oral,20 mg,DB00476
"Capsule, delayed release",Oral,40 mg,DB00476
Tablet,Oral,111.4 mg,DB00477
Tablet,Oral,55.7 mg,DB00477
Tablet,Oral,111.6 mg,DB00477
Tablet,Oral,27.9 mg,DB00477
Tablet,Oral,55.8 mg,DB00477
Solution / drops,Oral,22.2 mg,DB00477
Syrup,Oral,44.5 mg,DB00477
"Tablet, film coated",Oral,100 mg/1,DB00477
"Tablet, film coated",Oral,50 mg/1,DB00477
Liquid,Intramuscular; Intravenous,25 mg,DB00477
Solution,Intramuscular; Intravenous,25 mg,DB00477
Injection,Intramuscular,25 mg/mL,DB00477
Tablet,Oral,200 mg/1,DB00477
Tablet,Oral,50 mg/1,DB00477
"Tablet, film coated",Oral,25 mg/1,DB00477
"Tablet, sugar coated",Oral,10 mg/1,DB00477
"Tablet, sugar coated",Oral,100 mg/1,DB00477
"Tablet, sugar coated",Oral,200 mg/1,DB00477
"Tablet, sugar coated",Oral,25 mg/1,DB00477
"Tablet, sugar coated",Oral,50 mg/1,DB00477
Liquid,Intramuscular; Intravenous,27.9 mg,DB00477
Tablet,Oral,25 mg,DB00477
Tablet,Oral,50 mg,DB00477
Liquid,Oral,100 mg,DB00477
Liquid,Oral,25 mg,DB00477
Solution,Intramuscular; Intravenous,50 mg,DB00477
Solution / drops,Oral,40 mg,DB00477
Suppository,Rectal,100 mg,DB00477
Tablet,Oral,223.2 mg,DB00477
Tablet,Oral,11.16 mg,DB00477
Tablet,Oral,100 mg,DB00477
Tablet,Oral,25.0 mg,DB00477
Tablet,Oral,50.0 mg,DB00477
Tablet,Oral,100 mg/1,DB00478
"Tablet, film coated",Oral,100 mg/1,DB00478
Kit,,,DB00478
Injection,Intramuscular; Intravenous,250 mg/mL,DB00479
"Injection, solution",Intramuscular; Intravenous,1 g/4mL,DB00479
"Injection, solution",Intramuscular; Intravenous,250 mg/mL,DB00479
"Injection, solution",Intramuscular; Intravenous,50 mg/mL,DB00479
"Injection, solution",Intramuscular; Intravenous,500 mg/2mL,DB00479
Liquid,Intramuscular; Intravenous,250 mg,DB00479
Solution,Intramuscular; Intravenous,250 mg,DB00479
Capsule,Oral,10 mg/1,DB00480
Capsule,Oral,10 mg,DB00480
Capsule,Oral,15 mg/1,DB00480
Capsule,Oral,15 mg,DB00480
Capsule,Oral,2.5 mg/1,DB00480
Capsule,Oral,2.5 mg,DB00480
Capsule,Oral,20 mg/1,DB00480
Capsule,Oral,20 mg,DB00480
Capsule,Oral,25 mg,DB00480
Capsule,Oral,25 mg/1,DB00480
Capsule,Oral,5 mg,DB00480
Capsule,Oral,5 mg/1,DB00480
Capsule,Oral,7.5 mg,DB00480
Tablet,Oral,60 mg,DB00481
"Tablet, film coated",Oral,60 mg,DB00481
Tablet,Oral,60 mg/1,DB00481
"Tablet, film coated",Oral,60 mg/1,DB00481
Kit,Oral; Topical,,DB00482
Capsule,Oral,100 mg,DB00482
Capsule,Oral,200 mg,DB00482
Capsule,Oral,200 mg/1,DB00482
Capsule,Oral,100 mg/1,DB00482
Capsule,Oral,400 mg/1,DB00482
Capsule,Oral,50 mg/1,DB00482
Kit,Oral,,DB00482
Capsule,Oral,400 mg,DB00482
Liquid,Intravenous,20 mg,DB00483
Liquid,Ophthalmic,0.2 %,DB00484
