parent_key,synonym,language,coder
DB00446,"D-(-)-threo-1-P-Nitrophenyl-2-dichloroacetylamino-1,3-propanediol",,
DB00446,Fenicol,,
DB00446,Globenicol,,
DB00446,Halomycetin,,
DB00446,Laevomycetinum,Latin,
DB00446,Levomicetina,Spanish,
DB00446,Levomycetin,,
DB00446,Oleomycetin,,
DB00446,Sificetina,,
DB00447,Anhydrous loracarbef,,
DB00447,Loracarbef,French/German/Spanish,INN/BAN/USAN/USP 34
DB00447,Loracarbef anhydrous,,
DB00447,"Loracarbef, anhydrous",,
DB00447,Loracarbefum,Latin,INN
DB00448,AG 1749,,
DB00448,Bamalite,,
DB00448,Lansoprazol,German/Spanish,INN
DB00448,Lansoprazole,,"INN, BAN, USAN"
DB00448,Lansoprazolum,Latin,INN
DB00448,Lanzol,,
DB00448,Lanzopral,,
DB00448,Lanzul,,
DB00448,Limpidex,,
DB00448,Monolitum,,
DB00448,Ogastro,,
DB00448,Opiren,,
DB00449,(+-)-4-[1-Hydroxy-2-(methylamino)ethyl]-O-phenylene divavalate,,
DB00449,"1-(3',4'-Dipivaloyloxyphenyl)-2-methylamino-1-ethanol",,
DB00449,4-[1-Hydroxy-2-(methylamino)ethyl]-O-phenylene divavalate,,
DB00449,Dipivalyl Epinephrine ,,IS
DB00449,Dipivefrin,,USAN
DB00449,Dipivefrina,Spanish,INN
DB00449,Dipivéfrine,French,INN
DB00449,Dipivefrinum,Latin,INN
DB00449,Pro-Epinephrine,,IS
DB00450,"1-(1-(3-(P-Fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone",,
DB00450,"1-(1-(4-(P-Fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone",,
DB00450,"1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one",,
DB00450,"1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1H-benzo[D]imidazol-2-one",,
DB00450,Droperidol,German/Spanish,INN
DB00450,Dropéridol,French,INN
DB00450,Droperidolo,,DCIT
DB00450,Droperidolum,Latin,INN
DB00451,"3,3',5,5'-Tetraiodo-L-thyronine",,
DB00451,"3,5,3',5'-TETRAIODO-L-thyronine",,
DB00451,"4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodo-L-phenylalanine",,
DB00451,L-T4,,
DB00451,L-Thyroxine,,
DB00451,Levothyroxin,,
DB00451,LT4,,
DB00451,"O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine",,
DB00451,"O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine",,
DB00451,T4,,
DB00452,Fradiomycin B,,
DB00452,Framicetina,Spanish,INN
DB00452,Framycetin,German,INN
DB00452,Framycétine,French,INN
DB00452,Framycetinum,Latin,INN
DB00452,Neomycin B,,
DB00453,Chlormethylenecycline,,
DB00453,Clomociclina,Spanish,INN
DB00453,Clomocyclina,,
DB00453,Clomocyclinum,Latin,INN
DB00454,Isonipecaïne,,IS
DB00454,Meperidine,,USAN
DB00454,Pethidin,German,INN
DB00454,Péthidine,French,INN
DB00454,Pethidinum,Latin,INN
DB00454,Petidina,Spanish,INN
DB00454,Petydyna,Polish,
DB00455,Loratadina,Spanish,
DB00455,Loratadinum,Latin,
DB00456,3-Acetoxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid,,
DB00456,7-(2-Thienylacetamido)cephalosporanic acid,,
DB00456,7-(2'-Thienylacetamido)cephalosporanic acid,,
DB00456,7-(Thiophene-2-acetamido)cephalosporin,,
DB00456,Cefalothin,,
DB00456,Cefalotin,,
DB00456,Cefalotina,Spanish,INN
DB00456,Cefalotine,French,INN
DB00456,Cefalotinum,Latin,INN
DB00456,Cephalothin,,USAN
DB00456,Cephalotin,,
DB00456,CET,,
DB00457,"1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine",,
DB00457,"2-(4-(2-Furoyl)piperazin-1-yl)-4-amino-6,7-dimethoxyquinazoline",,
DB00457,Prazosina,Spanish,INN
DB00457,Prazosine,French,INN
DB00457,Prazosinum,Latin,INN
DB00458,"10,11-dihydro-N,N-Dimethyl-5H-dibenz[b,F]azepine-5-propanamine",,
DB00458,"3-(5H-DIBENZO[b,F]azepin-5-yl)-N,N-dimethylpropan-1-amine",,
DB00458,"5-[3-(dimethylamino)Propyl]-10,11-dihydro-5H-dibenz[b,F]azepine",,
DB00458,Antideprin,,
DB00458,Imipramin,German,
DB00458,Imipramine,,
DB00458,Imipraminum,,
DB00458,Imizine,,
DB00458,Irmin,,
DB00458,Melipramine,,
DB00458,N-(gamma-Dimethylaminopropyl)iminodibenzyl,,
DB00458,N-(γ-dimethylaminopropyl)iminodibenzyl,,
DB00459,"(all-e)-9-(4-Methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid",,
DB00459,Acetretin,,
DB00459,Acitretin,,
DB00459,Acitretina,,
DB00459,Acitretine,,
DB00459,Acitretinum,,
DB00459,"all-trans-3,7-Dimethyl-9-(4-methoxy-2,3,6-trimethylphenyl)-2,4,6,8-nonatetraenoic acid",,
DB00459,Etretin,,
DB00459,Neotigason,,
DB00460,Verteporfin,German,INN
DB00460,Verteporfina,Spanish,INN
DB00460,Vertéporfine,French,INN
DB00460,Verteporfinum,Latin,INN
DB00461,4-(6-Methoxy-2-naphthalenyl)-2-butanone,,
DB00461,4-(6-Methoxy-2-naphthyl)-2-butanone,,
DB00461,Nabumeton,German,INN
DB00461,Nabumetona,Spanish,INN
DB00461,Nabumétone,French,INN
DB00461,Nabumetone,,USAN
DB00461,Nabumetonum,Latin,INN
DB00462,(−)-scopolamine methobromide,,
DB00462,(−)-scopolamine methyl bromide,,
DB00462,Hyoscine Methobromide,,INN
DB00462,Hyoscine methyl bromide,,
DB00462,Methscopolamine bromide,,
DB00462,N-methylhyoscine bromide,,
DB00462,N-methylscopolammonium bromide,,
DB00462,Scopolamine Methobromide,,
DB00462,Scopolamine methyl bromide,,
DB00463,Metarbital,Spanish,INN
DB00463,Metharbital,,"INN, JAN"
DB00463,Metharbitalum,Latin,INN
DB00464,7-Ethyl-2-methyl-4-undecanol sulfate sodium salt,,
DB00464,"7-ethyl-2-methyl-4-undecanolsulfate, sodium salt",,
DB00464,Natrii tetradecylis sulfa,Latin,
DB00464,Sodium 2-methyl-7-ethylundecanol-4-sulfate,,
DB00464,Sodium 7-ethyl-2-methyl-4-undecanol sulfate,,
DB00464,Sodium tetradecyl sulphate,,
DB00464,Sodium tetradecylsulfate,,
DB00464,STS,,
DB00464,Tetradecilsulfato sodico,Spanish,
DB00464,Tetradecyl sodium sulfate,,
DB00464,Tetradecyl sulfate de sodium,French,
DB00465,"(+-)-5-Benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid",,
DB00465,(+-)-Ketorolac,,
DB00465,Ketorolac,German,INN
DB00465,Kétorolac,French,INN
DB00465,Ketorolaco,Spanish,INN
DB00465,Ketorolacum,Latin,INN
DB00465,rac-Ketorolac,,
DB00466,cocculin,,IS
DB00467,"1-Ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid",,
DB00467,"1-Ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid",,
DB00467,Enoxacin,German,INN
DB00467,Enoxacina,,DCIT
DB00467,Énoxacine,French,INN
DB00467,Enoxacino,Spanish,INN
DB00467,Enoxacinum,Latin,INN
DB00468,(-)-Quinine,,
DB00468,"(8S,9R)-Quinine",,
DB00468,(R)-(-)-Quinine,,
DB00468,"(R)-(6-Methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol",,
DB00468,6'-Methoxycinchonidine,,
DB00468,Chinin,German,INN
DB00468,Chinine,,
DB00468,Chininum,Latin,INN
DB00468,Quinina,,
DB00468,Quinine,French,INN
DB00469,Tenoxicam,German/Spanish,INN
DB00469,Ténoxicam,French,INN
DB00469,Tenoxicamum,Latin,INN
DB00470,(-)-delta9-trans-Tetrahydrocannabinol,,
DB00470,1-trans-delta-9-Tetrahydrocannabinol,,
DB00470,"3-Pentyl-6,6,9-trimethyl-6a,7,8,10a-tetrahydro-6H-dibenzo(b,D)pyran-1-ol",,
DB00470,"6,6,9-Trimethyl-3-pentyl-6a,7,8,10a-tetrahydro-6H-benzo[c]chromen-1-ol",,
DB00470,delta-9-tetrahydrocannabinol,,
DB00470,delta-9-THC,,
DB00470,delta(1)-Tetrahydrocannabinol,,
DB00470,delta(9)-THC,,
DB00470,delta9-Tetrahydrocannabinol,,
DB00470,Dronabinol,,
DB00470,Dronabinolum,Latin,
DB00470,Tetrahydrocannabinol,,
DB00470,Δ9-tetrahydrocannabinol,,
DB00471,(R-(e))-1-(((1-(3-(2-(7-Chloro-2-quinolinyl)ethenyl)phenyl)-3-(2-(1-hydroxy-1-methylethyl)phenyl)propyl)thio)methyl)cyclopropaneacetic acid,,
DB00471,1-[[[(1 R)-1-[3-[(1e)-2-(7-chloro-2-Quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulfanyl]methyl]cyclopropaneacetic acid,,
DB00471,Montelukast,German/Spanish,INN
DB00471,Montélukast,French,INN
DB00471,Montelukastum,Latin,INN
DB00472,"(+-)-N-Methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-P-tolyl)oxy)propylamine",,
DB00472,(+-)-N-Methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine,,
DB00472,Fluoxetin,German,INN
DB00472,Fluoxetina,Spanish,INN
DB00472,Fluoxétine,French,INN
DB00472,Fluoxetinum,Latin,INN
DB00473,Cyclaine,,
DB00473,Hexilcaina,Spanish,INN
DB00473,Hexylcaine,,
DB00473,Hexylcainum,Latin,INN
DB00474,(+-)-5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid,,
DB00474,"5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1H,3H,5H)-pyrimidinetrione",,
DB00474,"5-Allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione",,
DB00474,5-Allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid,,
DB00474,alpha-DL-1-Methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid,,
DB00474,Methohexital,,
DB00474,Methohexitalum,,
DB00474,Methohexitone,,
DB00474,Metohexital,,
DB00475,"7-chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepin-4-oxide",,
DB00475,CDP,,
DB00475,Chloradiazepoxide,,
DB00475,Chlordiazepoxidum,Latin,INN
DB00475,Clopoxide,,
DB00475,Methaminodiazepoxide,,
DB00476,(3S)-N-methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine,,
DB00476,(S)-duloxetine,,
DB00477,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethyl-1-propanamine",,
DB00477,"3-(2-chlorophenothiazin-10-yl)-N,N-dimethyl-propan-1-amine",,
DB00477,Chlorpromazinum,Latin,
DB00477,Clorpromazina,Spanish,
DB00477,CPZ,,
DB00477,N-(3-dimethylaminopropyl)-3-chlorophenothiazine,,
DB00478,Rimantadin,,
DB00478,Rimantadine,,
DB00479,1-N-(L(-)-gamma-amino-alpha-Hydroxybutyryl)kanamycin a,,
DB00479,Amicacin,,
DB00479,Amiglyde-v,,
DB00479,Amikacin,German,INN
DB00479,Amikacina,Spanish,INN
DB00479,Amikacine,French,INN
DB00479,Amikacinum,Latin,INN
DB00479,Amikavet,,
DB00479,Briclin,,
DB00479,O-3-amino-3-Deoxy-alpha-D-glucopyranosyl-(1->4)-O-(6-amino-6-deoxy-alpha-D-glucopyranosyl-(1->6))-N(3)-(4-amino-L-2-hydroxybutyryl)-2-deoxy-L-streptamine,,
DB00480,"1-oxo-2-(2,6-Dioxopiperidin-3-yl)-4-aminoisoindoline",,
DB00480,"3-(4-Amino-1-oxoisoindolin-2-yl)piperidine-2,6-dione",,
DB00480,CC-5013,,
DB00480,CDC 501,,
DB00480,IMid-1,,
DB00480,IMiD3,,
DB00481,(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone,,
DB00481,Raloxifène,French,
DB00481,Raloxifeno,Spanish,INN
DB00481,Raloxifenum,Latin,INN
DB00482,Celecoxib,German/Spanish,INN
DB00482,Célécoxib,French,INN
DB00482,Celecoxibum,Latin ,INN
DB00482,P-(5-P-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide,,
DB00483,Gallamin triethiodid,German,INN
DB00483,Gallamini Triethiodidum,Latin,INN
DB00483,Triéthiodure de Gallamine,French,INN
DB00483,Trietioduro de galamina,Spanish,INN
DB00484,5-Bromo-6-(2-imidazolin-2-ylamino)quinoxaline,,
DB00484,Brimonidina,Spanish,
DB00484,Brimonidine,English/French,
DB00484,Brimonidinum,Latin,
DB00484,Bromoxidine,,
DB00485,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,
DB00485,Dicloxacilina,Spanish,INN
DB00485,Dicloxacillin,German,INN
DB00485,Dicloxacillina,,DCIT
DB00485,Dicloxacilline,French,INN
DB00485,Dicloxacillinum,Latin,INN
DB00486,Nabilon,German,iNN
DB00486,Nabilona,Spanish,INN
DB00486,Nabilone,French,INN
DB00486,Nabilonum,Latin,INN
DB00487,Labocton,,
DB00487,Pefloxacin,French,INN
DB00487,Pefloxacine,,
DB00487,Pefloxacino,Spanish,INN
DB00487,Pefloxacinum,Latin,INN
DB00487,PFLX,,
DB00488,"2,4,6-tris(dimethylamino)-1,3,5-triazine",,
DB00488,"2,4,6-tris(dimethylamino)-s-triazine",,
DB00488,Altretamin,German,INN
DB00488,Altretamina,Italian/Spanish,INN/DCIT
DB00488,Altrétamine,French,INN/DCF
DB00488,Altretaminum,Latin,INN
DB00488,Hexamethylmelamine,,WHO
DB00488,HMM,,
DB00489,4'-(1-Hydroxy-2-(isopropylamino)ethyl)methane sulfonanilide,,
DB00489,Sotalol,French/German/Spanish,INN
DB00489,Sotalolo,,DCIT
DB00489,Sotalolum,Latin,INN
DB00490,"8-(4-(4-(2-Pyrimidinyl)-1-piperizinyl)butyl)-8-azaspiro(4,5)decane-7,9-dione",,
DB00490,Buspiron,German,INN
DB00490,Buspirona,Spanish,INN
DB00490,Buspirone,French,INN
DB00490,Buspironum,Latin,INN
DB00491,Miglitol,French/German/Spanish,INN
DB00491,Miglitolum,Latin,INN
DB00493,"(6R,7R,Z)-3-(Acetoxymethyl)-7-(2-(2-aminothiazol-4-yl)-2-(methoxyimino)acetamido)-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid",,
DB00493,"(6R,7R)-3-(Acetoxymethyl)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",,
DB00493,"(6R,7R)-3-Acetoxymethyl-7-{2-(2-amino-thiazol-4-yl)-2-[(Z)-methoxyimino]-acetylamino}-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid",,
DB00493,Cefotaxim,German,INN
DB00493,Cefotaxima,Spanish,INN
DB00493,Céfotaxime,French,INN
DB00493,Cefotaximum,Latin,INN
DB00493,Cephotaxime,,
DB00494,"(e)-alpha-Cyano-N,N-diethyl-3,4-dihydroxy-5-nitrocinnamamide",,
DB00494,Entacapona,Spanish,INN
DB00494,Entacapone,French,"INN, USAN, DCF"
DB00494,Entacaponum,Latin,INN
DB00494,"N,N-Diethyl-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl) acrylamide",,
DB00495,Azidothymidine,,
DB00495,AZT,,
DB00495,ZDV,,
DB00495,Zidovudin,,
DB00495,Zidovudinum,,
DB00496,"(S)-1-(2-(2,3-dihydro-5-Benzofuranyl)ethyl)-alpha,alpha-diphenyl-3-pyrrolidineacetamide",,
DB00496,Darifenacin,German,INN
DB00496,Darifenacina,Spanish,INN
DB00496,Darifénacine,French,INN
DB00496,Darifenacinum,Latin,INN
DB00497,(-)-14-Hydroxydihydrocodeinone,,
DB00497,"4,5-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one",,
DB00497,"4,5alpha-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one",,
DB00497,"4,5α-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one",,
DB00497,Dihydro-14-hydroxycodeinone,,
DB00497,Dihydrohydroxycodeinone,,
DB00497,Dihydroxycodeinone,,
DB00497,Oxicodona,Spanish,INN
DB00497,Oxycodone,French,
DB00497,Oxycodonum,Latin,INN
DB00498,"2-Phenyl-1,3-diketohydrindene",,
DB00498,"2-Phenyl-1,3-indandione",,
DB00498,"2-Phenyl-1,3(2H)-indenedione",,
DB00498,Fenindiona,Spanish,INN
DB00498,Fenindione,,DCIT
DB00498,Phenindion,German,INN
DB00498,Phénindione,French,INN
DB00498,Phenindionum,Latin,INN
DB00498,PID,,
DB00499,4'-Nitro-3'-trifluoromethylisobutyranilide,,
DB00499,"alpha,alpha,alpha-Trifluoro-2-methyl-4'-nitro-m-propionotoluidide",,
DB00499,Flutamid,German,INN
DB00499,Flutamida,Spanish,INN
DB00499,Flutamide,French,INN
DB00499,Flutamidum,Latin,INN
DB00499,FTA,,IS
DB00499,NFBA,,IS
DB00499,Niftolid,,
DB00499,Niftolide,,
DB00500,1-Methyl-5-(4-methylbenzoyl)-pyrrole-2-acetic acid,,
DB00500,1-Methyl-5-P-toluoylpyrrole-2-acetic acid,,
DB00500,5-(P-Toluoyl)-1-methylpyrrole-2-acetic acid,,
DB00500,Tolmetin,German,INN
DB00500,Tolmetina,,DCIT
DB00500,Tolmétine,French,INN
DB00500,Tolmetino,Spanish,INN
DB00500,Tolmetinum,Latin,INN
DB00501,1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine,,
DB00501,2-Cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine,,
DB00501,Cimetag,,
DB00501,Cimetidin,German,INN
DB00501,Cimetidina,Spanish,INN
DB00501,Cimétidine,French,INN
DB00501,Cimetidinum,Latin,INN
DB00501,N-Cyano-n'-methyl-n''-(2-([(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl)ethyl)guanidine,,
DB00501,N''-cyano-N-methyl-n'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine,,
DB00501,Tagamet hb 200,,
DB00501,Ulcerfen,,
DB00502,1-(3-p-fluorobenzoylpropyl)-4-p-chlorophenyl-4-hydroxypiperidine,,
DB00502,4-(4-(para-chlorophenyl)-4-hydroxypiperidino)-4'-fluorobutyrophenone,,
DB00502,4-[4-(4-chlorophenyl)-4-hydroxy-1-piperidyl]-1-(4-fluorophenyl)-butan-1-one,,
DB00502,4'-fluoro-4-(4-(p-chlorophenyl)-4-hydroxypiperidinyl)butyrophenone,,
DB00502,4'-fluoro-4-(4-hydroxy-4-(4'-chlorophenyl)piperidino)butyrophenone,,
DB00502,Haloperidolum,Latin,
DB00502,γ-(4-(p-chlorophenyl)-4-hydroxpiperidino)-p-fluorbutyrophenone,,
DB00503,Ritonavir,French/German/Spanish,INN
DB00503,Ritonavirum,Latin,INN
DB00504,Levallofano,,DCIT
DB00504,Levallorphan,German,INN/BAN
DB00504,Lévallorphane,French,INN
DB00504,Levallorphanum,Latin,INN
DB00504,Levalorfano,Spanish,INN
DB00504,Lorfan,,
DB00504,Naloxiphan,,
DB00507,Nitaxozanid,German,INN
DB00507,Nitaxozanide,French,INN
DB00507,Nitazoxanida,Spanish,INN
DB00507,Nitazoxanidum,Latin,INN
DB00508,10-(3-(Dimethylamino)propyl)-2-(trifluoromethyl)phenothiazine,,
DB00508,2-(Trifluoromethyl)promazine,,
DB00508,2-Trifluoromethyl-10-(gamma-dimethylaminopropyl)phenothiazine,,
DB00508,Fluopromazine,,IS
DB00508,Triflupromazin,German,INN
DB00508,Triflupromazina,Spanish,INN
DB00508,Triflupromazine,French,INN
DB00508,Triflupromazinum,Latin,INN
DB00509,D-T4,,
DB00509,D-thyroxine,,
DB00509,Dextrothyroxine,,
DB00509,DT4,,
DB00509,"O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-D-tyrosine",,
DB00511,Acetildigitoxina,Spanish,
DB00511,Acetyl-digitoxin-alpha,,
DB00511,Acetyldiginatin,,
DB00511,Acetyldigitoxinum,Latin,
DB00511,Acetylgitoxin,,
DB00511,alpha-Acetyldigitoxin,,
DB00511,alpha-Acetylgitaloxin,,
DB00511,alpha-Monoacetyldigitoxin,,
DB00511,Desglucolanatoside A,,
DB00511,Digitoxin 3'''-acetate,,
DB00512,"(1S,2R,18R,22S,25R,28R,40S)-22-(2-amino-2-oxoethyl)-48-[2-O-(3-amino-2,3,6-trideoxy-3-methyl-α-L-lyxo-hexopyranosyl)-β-D-glucopyranosyloxy]-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-[(N-methyl-D-leucyl)amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid",,
DB00512,"(2.2Sp,3.5Sa,2.6Sp)-O4.2,C3.4:C5.4,O4.6:C3.5,C2.7-tricyclo[N-methyl-D-leucyl-3-chloro-(R)-β-hydroxy-D-tyrosyl-L-asparaginyl-D-2-(4-{[2-O-(3-amino-2,3,6-trideoxy-3-C-methyl-α-L-lyxo-hexopyranosyl)-β-D-glucopyranosyl]oxy}phenyl)glycyl-D-2-(4-hydroxyphenyl)glycyl-3-chloro-(R)-β-hydroxy-L-tyrosyl-L-2-(3,5-dihydroxyphenyl)glycine]",,
DB00512,Vancomicina,Spanish,
DB00512,Vancomycine,French,
DB00512,Vancomycinum,Latin,
DB00513,6-Aminocaproic acid,,
DB00513,6-aminohexanoic acid,,
DB00513,Acide aminocaproïque,French,INN
DB00513,Ácido aminocapróico,Spanish,INN
DB00513,acidum aminocaproicum,Latin,INN
DB00513,Aminocapronsäure,German,INN
DB00513,EACA,,
DB00513,EACS,,
DB00513,Epsilcapramine,,
DB00513,Epsilon Aminocaproic Acid,,
DB00513,Epsilon-Aminocaproic acid,,JAN
DB00513,epsilon-Aminohexanoic acid,,
DB00513,omega-Aminocaproic acid,,
DB00513,omega-Aminohexanoic acid,,
DB00514,(+)-dextromethorphan,,
DB00514,D-methorphan,,
DB00514,delta-Methorphan,,
DB00514,Dex,,
DB00514,Dextromethorfan,Czech,
DB00514,Dextromethorphan,German,INN
DB00514,Dextrométhorphane,French,INN
DB00514,Dextromethorphanum,Latin,INN
DB00514,Dextrometorfano,Spanish,INN
DB00514,DM,,IS
DB00515,CDDP,,
DB00515,Cis-DDP,,
DB00515,cis-diamminedichloroplatinum(II),,
DB00517,8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide,,
DB00517,8-Methyltropinium bromide 2-propylpentanoate,,
DB00517,8-Methyltropinium bromide 2-propylvalerate,,
DB00517,Anisotropine methobromide,,
DB00517,Anisotropine methylbromide,,
DB00517,"Endo-8,8-dimethyl-3-((1-oxo-2-propylpentyl)oxy)-8-azoniabicyclo(3.2.1)octane bromide",,
DB00517,Methylbromure d'octatropine,,
DB00517,Methyloctatropine bromide,,
DB00517,Metilbromuro de octatropina,,
DB00517,Octatropine methylbromide,,INN
DB00517,Octatropini methylbromidum,,
DB00518,(5-(propylthio)-1H-benzimidazol-2-yl)carbamic acid methyl ester,,
DB00518,5-(propylthio)-2-carbomethoxyaminobenzimidazole,,
DB00518,Albendazol,German/Spanish/French,INN
DB00518,Albendazole,French,INN
DB00518,Albendazolum,Latin,INN
DB00518,Eskazole,,
DB00518,O-methyl N-(5-(propylthio)-2-benzimidazolyl)carbamate,,
DB00518,Proftril,,
DB00519,Trandolaprilum,Latin,
DB00520,"(4R,5S)-5-((2-Aminoethyl)amino)-N(2)-(10,12-dimethyltetradecanoyl)-4-hydroxy-L-ornithyl-L-threonyl-trans-4-hydroxy-L-prolyl-(S)-4-hydroxy-4-(P-hydroxyphenyl)-L-threonyl-threo-3-hydroxy-L-ornithyl-trans-3-hydroxy-L-proline cyclic (6-1)-peptide",,
DB00520,"1-[(4R,5S)-5-[(2-Aminoethyl)amino]-N(2)-(10,12-dimethyl-1-oxotetradecyl)-4-hydroxy-L-ornithine]-5-[(3R)-3-hydroxy-L-ornithine]-pneumocandin b0",,
DB00521,Carteolol,,
DB00521,Carteololum,Latin,INN
DB00522,Bentiromide,,"INN, BAN, USAN, JAN"
DB00522,Bentiromido,Spanish,INN
DB00522,Bentiromidum,Latin,INN
DB00522,BTPABA,,
DB00522,PFT,,
DB00523,"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid",,
DB00523,"(7E,9Z,11E,13E)-retinoic acid",,
DB00523,9-cis-retinoic acid,,IS
DB00523,9-cis-Tretinoin,,
DB00523,9(Z)-Retinoic acid,,
DB00523,Alitretinoin,German,INN
DB00523,Alitretinoína,Spanish,INN
DB00523,Alitrétinoïne,French,INN
DB00523,Alitretinoinum,Latin,INN
DB00524,"2-Methyl-3-O-tolyl-6-sulfamyl-7-chloro-1,2,3,4-tetrahydro-4-quinazolinone",,
DB00524,"7-Chloro-1,2,3,4-tetrahydro-2-methyl-3-(2-methylphenyl)-4-oxo-6-quinazolinesulfonamide",,
DB00524,"7-Chloro-1,2,3,4-tetrahydro-2-methyl-4-oxo-3-O-tolyl-6-quinazolinesulfonamide",,
DB00524,Metolazon,German,INN
DB00524,Metolazona,Spanish,INN
DB00524,Métolazone,French,INN
DB00524,Metolazonum,Latin,INN
DB00525,2-Naphthyl N-methyl-N-(3-tolyl)thionocarbamate,,
DB00525,"m,N-Dimethylthiocarbanilic acid O-2-naphthyl ester",,
DB00525,Methyl (3-methylphenyl)carbamothioic acid O-2-naphthalenyl ester,,
DB00525,N-Methyl-N-(3-methylphenyl)-1-(naphthalen-2-yloxy)methanethioamide,,
DB00525,"O-2-Naphthyl m,N-dimethylthiocarbanilate",,
DB00525,Separin,,
DB00525,Tolnaftato,Spanish,INN
DB00525,Tolnaftatum,Latin,INN
DB00525,Tolnaphthate,,
DB00526,Diaminocyclohexane Oxalatoplatinum,,
DB00526,L-OHP,,
DB00526,Oxalatoplatin,,
DB00526,Oxalatoplatinum,,
DB00526,oxaliplatine,French,
DB00526,oxaliplatino,Spanish,
DB00526,oxaliplatinum,Latin,
DB00527,2-Butoxy-N-(2-(diethylamino)ethyl)cinchoninamide,,
DB00527,2-Butoxy-N-(alpha-diethylaminoethyl)cinchoninamide,,
DB00527,2-Butoxy-N-(beta-diethylaminoethyl)cinchoninamide,,
DB00527,2-Butoxy-N-[2-(diethylamino)ethyl]-4-quinolinecarboxamide,,
DB00527,2-Butoxy-quinoline-4-carboxylic acid (2-diethylamino-ethyl)-amide,,
