category,mesh-id,parent_key
Hormones,D006728,DB00304
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00304
Hyperglycemia-Associated Agents,,DB00304
Norpregnanes,D009650,DB00304
Norpregnenes,D009652,DB00304
Norsteroids,D009654,DB00304
Oral Contraceptive (Progestins),,DB00304
Polycyclic Compounds,D011083,DB00304
Progestin Contraceptives,,DB00304
Progestins,D011372,DB00304
"Progestogens and Estrogens, Sequential Preparations",,DB00304
Reproductive Control Agents,D012102,DB00304
Sex Hormones and Modulators of the Genital System,,DB00304
Steroids,D013256,DB00304
Alkylating Agents,D000477,DB00305
Alkylating Drug,D000477,DB00305
"Antibiotics, Antineoplastic",D000903,DB00305
Antineoplastic Agents,D000970,DB00305
Antineoplastic and Immunomodulating Agents,,DB00305
Azirines,D001389,DB00305
Cardiotoxic antineoplastic agents,,DB00305
Cross-Linking Reagents,D003432,DB00305
Cytotoxic Antibiotics and Related Substances,,DB00305
Enzyme Inhibitors,D004791,DB00305
Heterocyclic Compounds,D006571,DB00305
"Heterocyclic Compounds, 1-Ring",D006573,DB00305
"Heterocyclic Compounds, 2-Ring",D006574,DB00305
Immunosuppressive Agents,D007166,DB00305
Indicators and Reagents,D007202,DB00305
Indolequinones,D045563,DB00305
Indoles,D007211,DB00305
Laboratory Chemicals,D019995,DB00305
Mitomycins,D008937,DB00305
Myelosuppressive Agents,,DB00305
Noxae,D009676,DB00305
Nucleic Acid Synthesis Inhibitors,D019384,DB00305
P-glycoprotein/ABCB1 Substrates,,DB00305
Quinones,D011809,DB00305
Specialty Uses of Chemicals,D020313,DB00305
Toxic Actions,D004786,DB00305
Anticholinergic Agents,D018680,DB00306
"Barbiturates, Plain",,DB00306
Central Nervous System Depressants,D002492,DB00306
Heterocyclic Compounds,D006571,DB00306
"Heterocyclic Compounds, 1-Ring",D006573,DB00306
Hypnotics and Sedatives,D006993,DB00306
Nervous System,D009420,DB00306
Nicotinic Antagonists,D018733,DB00306
Psycholeptics,,DB00306
Pyrimidines,D011743,DB00306
Pyrimidinones,D011744,DB00306
Anticarcinogenic Agents,D016588,DB00307
Antineoplastic Agents,D000970,DB00307
Antineoplastic and Immunomodulating Agents,,DB00307
Cytochrome P-450 CYP3A Inducers,D065701,DB00307
Cytochrome P-450 Enzyme Inducers,D065693,DB00307
Hydrocarbons,D006838,DB00307
"Hydrocarbons, Aromatic",D006841,DB00307
"Hydrocarbons, Cyclic",D006844,DB00307
Immunosuppressive Agents,D007166,DB00307
Myelosuppressive Agents,,DB00307
Naphthalenes,D009281,DB00307
Polycyclic Compounds,D011083,DB00307
"Polycyclic Hydrocarbons, Aromatic",D011084,DB00307
Protective Agents,D020011,DB00307
Retinoic Acid Derivatives,,DB00307
Retinoids,D012176,DB00307
Specialty Uses of Chemicals,D020313,DB00307
Amides,D000577,DB00308
Antiarrhythmic agents,D000889,DB00308
"Antiarrhythmics, Class I and III",,DB00308
"Antiarrhythmics, Class III",,DB00308
Cardiac Therapy,,DB00308
Cardiovascular Agents,D002317,DB00308
Cardiovascular System,D002319,DB00308
Class III Antiarrythmics,,DB00308
Highest Risk QTc-Prolonging Agents,,DB00308
QTc Prolonging Agents,,DB00308
Sulfones,D013450,DB00308
Sulfur Compounds,D013457,DB00308
Alkaloids,D000470,DB00309
Antimitotic Agents,D050256,DB00309
Antineoplastic Agents,D000970,DB00309
"Antineoplastic Agents, Phytogenic",D000972,DB00309
Antineoplastic and Immunomodulating Agents,,DB00309
Cardiotoxic antineoplastic agents,,DB00309
Heterocyclic Compounds,D006571,DB00309
"Heterocyclic Compounds, 2-Ring",D006574,DB00309
Immunosuppressive Agents,D007166,DB00309
Indole Alkaloids,D026121,DB00309
Indoles,D007211,DB00309
Mitosis Modulators,D050258,DB00309
Myelosuppressive Agents,,DB00309
Secologanin Tryptamine Alkaloids,D046948,DB00309
Tubulin Modulators,D050257,DB00309
Vinca Alkaloids,D014748,DB00309
Vinca Alkaloids and Analogues,,DB00309
"Acids, Carbocyclic",D000146,DB00310
Amides,D000577,DB00310
Antihypertensive Agents,D000959,DB00310
Benzene Derivatives,D001555,DB00310
Benzhydryl Compounds,D001559,DB00310
Benzophenones,D001577,DB00310
Carboxylic Acids,D002264,DB00310
Cardiovascular Agents,D002317,DB00310
Cardiovascular System,D002319,DB00310
Diuretics,D004232,DB00310
Genito Urinary System and Sex Hormones,,DB00310
Gynecological Antiinfectives and Antiseptics,,DB00310
Heterocyclic Compounds,D006571,DB00310
"Heterocyclic Compounds, 2-Ring",D006574,DB00310
Hydrocarbons,D006838,DB00310
"Hydrocarbons, Aromatic",D006841,DB00310
"Hydrocarbons, Cyclic",D006844,DB00310
Hyperglycemia-Associated Agents,,DB00310
Hypotensive Agents,,DB00310
Imides,D007094,DB00310
Isoindoles,D054833,DB00310
Ketones,D007659,DB00310
Low-Ceiling Diuretics and Potassium-Sparing Agents,,DB00310
"Low-Ceiling Diuretics, Excl. Thiazides",,DB00310
Membrane Transport Modulators,D049990,DB00310
Natriuretic Agents,D045283,DB00310
Non Potassium Sparing Diuretics,,DB00310
Phthalic Acids,D010795,DB00310
Phthalimides,D010797,DB00310
Sodium Chloride Symporter Inhibitors,D049993,DB00310
Sulfonamides,D013449,DB00310
"Sulfonamides, Plain",,DB00310
Sulfones,D013450,DB00310
Sulfur Compounds,D013457,DB00310
Thiazide-like Diuretic,,DB00310
Amides,D000577,DB00311
Azoles,D001393,DB00311
Benzothiazoles,D052160,DB00311
Carbonic Anhydrase Inhibitors,D002257,DB00311
Cardiovascular Agents,D002317,DB00311
Diuretics,D004232,DB00311
Enzyme Inhibitors,D004791,DB00311
Heterocyclic Compounds,D006571,DB00311
"Heterocyclic Compounds, 1-Ring",D006573,DB00311
"Heterocyclic Compounds, 2-Ring",D006574,DB00311
Natriuretic Agents,D045283,DB00311
Sulfonamides,D013449,DB00311
Sulfones,D013450,DB00311
Sulfur Compounds,D013457,DB00311
Thiazoles,D013844,DB00311
"Adjuvants, Anesthesia",D000759,DB00312
Anticholinergic Agents,D018680,DB00312
Anticonvulsants,D000927,DB00312
Barbiturates,D001463,DB00312
"Barbiturates, Plain",,DB00312
Central Nervous System Agents,D002491,DB00312
Central Nervous System Depressants,D002492,DB00312
Cytochrome P-450 CYP2A6 Inducers,,DB00312
Cytochrome P-450 CYP2A6 Inducers (strong),,DB00312
Cytochrome P-450 CYP3A Inducers,D065701,DB00312
Cytochrome P-450 CYP3A Inducers (strong),,DB00312
Cytochrome P-450 CYP3A4 Inducers,D065701,DB00312
Cytochrome P-450 CYP3A4 Inducers (strong),,DB00312
Cytochrome P-450 Enzyme Inducers,D065693,DB00312
GABA Agents,D018682,DB00312
GABA Modulators,D018757,DB00312
Heterocyclic Compounds,D006571,DB00312
"Heterocyclic Compounds, 1-Ring",D006573,DB00312
Hypnotics and Sedatives,D006993,DB00312
Nervous System,D009420,DB00312
Neurotransmitter Agents,D018377,DB00312
Nicotinic Antagonists,D018733,DB00312
Psycholeptics,,DB00312
Pyrimidines,D011743,DB00312
Pyrimidinones,D011744,DB00312
"Acids, Acyclic",D000144,DB00313
Anti-epileptic Agent,,DB00313
Anticonvulsants,D000927,DB00313
Antimanic Agents,D018692,DB00313
Antineoplastic Agents,D000970,DB00313
Carboxylic Acids,D002264,DB00313
Central Nervous System Agents,D002491,DB00313
Central Nervous System Depressants,D002492,DB00313
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB00313
Cytochrome P-450 CYP2C9 Inhibitors (moderate),,DB00313
Cytochrome P-450 CYP2C9 Substrates,,DB00313
Cytochrome P-450 CYP3A Substrates,,DB00313
Cytochrome P-450 CYP3A4 Substrates,,DB00313
Cytochrome P-450 Enzyme Inducers,D065693,DB00313
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00313
Enzyme Inhibitors,D004791,DB00313
Fatty Acid Derivatives,,DB00313
Fatty Acids,D005227,DB00313
"Fatty Acids, Volatile",D005232,DB00313
GABA Agents,D018682,DB00313
Histone Deacetylase Inhibitors,D056572,DB00313
Lipids,D008055,DB00313
Miscellaneous Anticonvulsants,,DB00313
Mood Stabilizer,,DB00313
Nervous System,D009420,DB00313
Neurotransmitter Agents,D018377,DB00313
Pentanoic Acids,D010421,DB00313
Psychotropic Drugs,D011619,DB00313
Tranquilizing Agents,D014149,DB00313
UGT1A1 Inhibitors,,DB00313
UGT1A1 Substrates,,DB00313
Valerates,D014631,DB00313
"Amino Acids, Peptides, and Proteins",D000602,DB00314
Aminoglycoside Antibacterials,D000617,DB00314
Anti-Bacterial Agents,D000900,DB00314
Anti-Infective Agents,D000890,DB00314
"Antibiotics, Antitubercular",D000904,DB00314
Antiinfectives for Systemic Use,,DB00314
Antimycobacterials,,DB00314
Antituberculosis Agents,D000995,DB00314
Drugs for Treatment of Tuberculosis,,DB00314
Enzyme Inhibitors,D004791,DB00314
Macrocyclic Compounds,D047028,DB00314
Peptides,D010455,DB00314
"Peptides, Cyclic",D010456,DB00314
Polycyclic Compounds,D011083,DB00314
Protein Synthesis Inhibitors,D011500,DB00314
Amines,D000588,DB00315
Analgesics,D000700,DB00315
Antimigraine Preparations,,DB00315
Azoles,D001393,DB00315
Biogenic Amines,D001679,DB00315
Biogenic Monoamines,D015306,DB00315
Cytochrome P-450 CYP1A2 Substrates,,DB00315
Heterocyclic Compounds,D006571,DB00315
"Heterocyclic Compounds, 1-Ring",D006573,DB00315
"Heterocyclic Compounds, 2-Ring",D006574,DB00315
Indoles,D007211,DB00315
Nervous System,D009420,DB00315
Neurotransmitter Agents,D018377,DB00315
Oxazoles,D010080,DB00315
Selective Serotonin 5-HT1 Receptor Agonists,,DB00315
Selective Serotonin Agonists,,DB00315
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,D020230,DB00315
Serotonin 5-HT1 Receptor Agonists,D058825,DB00315
Serotonin Agents,D018490,DB00315
Serotonin Modulators,,DB00315
Serotonin Receptor Agonists,D017366,DB00315
Serotonin-1b and Serotonin-1d Receptor Agonist,,DB00315
Triptans,D014363,DB00315
Acetanilides,D000083,DB00316
Acetates,D000085,DB00316
"Acids, Acyclic",D000144,DB00316
Amides,D000577,DB00316
Analgesics,D000700,DB00316
"Analgesics, Non-Narcotic",D018712,DB00316
Anilides,D000813,DB00316
Anti-Inflammatory Agents,D000893,DB00316
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB00316
"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)",,DB00316
Antipyretics,D058633,DB00316
Carboxylic Acids,D002264,DB00316
Central Nervous System Agents,D002491,DB00316
COX Inhibitors,,DB00316
COX-1 Inhibitors,,DB00316
COX-2 Inhibitors,D052246,DB00316
Cytochrome P-450 CYP1A2 Substrates,,DB00316
Cytochrome P-450 CYP2E1 Substrates,,DB00316
Cytochrome P-450 Enzyme Inducers,D065693,DB00316
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00316
Fatty Acids,D005227,DB00316
"Fatty Acids, Volatile",D005232,DB00316
Lipids,D008055,DB00316
Methemoglobinemia Associated Agents,,DB00316
Miscellaneous Analgesics and Antipyretics,,DB00316
Nervous System,D009420,DB00316
P-glycoprotein/ABCB1 Inhibitors,,DB00316
Peripheral Nervous System Agents,D018373,DB00316
Selective Cyclooxygenase 2 Inhibitors (NSAIDs),D052246,DB00316
Sensory System Agents,D018689,DB00316
UGT1A1 Substrates,,DB00316
Antineoplastic Agents,D000970,DB00317
Antineoplastic and Immunomodulating Agents,,DB00317
BCRP/ABCG2 Inhibitors,,DB00317
BCRP/ABCG2 Substrates,,DB00317
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00317
Enzyme Inhibitors,D004791,DB00317
Heterocyclic Compounds,D006571,DB00317
"Heterocyclic Compounds, 2-Ring",D006574,DB00317
Kinase Inhibitor,,DB00317
P-glycoprotein/ABCB1 Inhibitors,,DB00317
P-glycoprotein/ABCB1 Substrates,,DB00317
Protein Kinase Inhibitors,D047428,DB00317
"Receptor, Epidermal Growth Factor, antagonists & inhibitors",,DB00317
Tyrosine Kinase Inhibitors,,DB00317
Alkaloids,D000470,DB00318
Analgesics,D000700,DB00318
Antitussive Agents,D000996,DB00318
Central Nervous System Agents,D002491,DB00318
Central Nervous System Depressants,D002492,DB00318
Cough and Cold Preparations,,DB00318
Cytochrome P-450 CYP2D6 Substrates,,DB00318
Heterocyclic Compounds,D006571,DB00318
Heterocyclic Compounds with 4 or More Rings,D006576,DB00318
"Heterocyclic Compounds, Bridged-Ring",D006572,DB00318
Hydrocarbons,D006838,DB00318
"Hydrocarbons, Aromatic",D006841,DB00318
"Hydrocarbons, Cyclic",D006844,DB00318
Morphinans,D009019,DB00318
Morphine Derivatives,D009022,DB00318
Narcotics,D009294,DB00318
Natural Opium Alkaloids,,DB00318
Nervous System,D009420,DB00318
Opiate Agonists,,DB00318
Opiate Alkaloids,D053610,DB00318
Opioid Agonist,,DB00318
Opioids,D000701,DB00318
Opium Alkaloids and Derivatives,,DB00318
Peripheral Nervous System Agents,D018373,DB00318
Phenanthrenes,D010616,DB00318
Polycyclic Compounds,D011083,DB00318
"Polycyclic Hydrocarbons, Aromatic",D011084,DB00318
Respiratory System,D012137,DB00318
Respiratory System Agents,D019141,DB00318
Sensory System Agents,D018689,DB00318
UGT1A1 Substrates,,DB00318
Amides,D000577,DB00319
Ampicillin,D000667,DB00319
Anti-Bacterial Agents,D000900,DB00319
Anti-Infective Agents,D000890,DB00319
Antibacterials for Systemic Use,,DB00319
Antiinfectives for Systemic Use,,DB00319
Aza Compounds,D001372,DB00319
Azabicyclo Compounds,D053961,DB00319
"Beta-Lactam Antibacterials, Penicillins",,DB00319
beta-Lactams,D047090,DB00319
Bicyclo Compounds,D001643,DB00319
"Bicyclo Compounds, Heterocyclic",D019086,DB00319
Bridged Compounds,D001952,DB00319
Extended-spectrum Penicillins,,DB00319
Heterocyclic Compounds,D006571,DB00319
"Heterocyclic Compounds, 1-Ring",D006573,DB00319
"Heterocyclic Compounds, 2-Ring",D006574,DB00319
"Heterocyclic Compounds, Bridged-Ring",D006572,DB00319
Hydrocarbons,D006838,DB00319
"Hydrocarbons, Cyclic",D006844,DB00319
Lactams,D007769,DB00319
Penicillin G,D010400,DB00319
Penicillins,D010406,DB00319
Penicillins With Extended Spectrum,,DB00319
Polycyclic Compounds,D011083,DB00319
Sulfur Compounds,D013457,DB00319
Adrenergic Agonists,D000322,DB00320
Adrenergic alpha-1 Receptor Antagonists,D058668,DB00320
Adrenergic alpha-Antagonists,D000317,DB00320
Adrenergic Antagonists,D018674,DB00320
Alkaloids,D000470,DB00320
Analgesics,D000700,DB00320
"Analgesics, Non-Narcotic",D018712,DB00320
Antimigraine Preparations,,DB00320
Cardiovascular Agents,D002317,DB00320
Central Nervous System Agents,D002491,DB00320
CYP3A Substrates (Sensitive),,DB00320
Cytochrome P-450 CYP3A Substrates,,DB00320
Cytochrome P-450 CYP3A4 Substrates,,DB00320
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00320
Dopamine Agents,D015259,DB00320
Dopamine Agonists,D018491,DB00320
Ergot Alkaloids and Derivatives,D004876,DB00320
Ergotamine Derivative,,DB00320
Ergotamines,D004879,DB00320
Heterocyclic Compounds,D006571,DB00320
Heterocyclic Compounds with 4 or More Rings,D006576,DB00320
Nervous System,D009420,DB00320
Neurotransmitter Agents,D018377,DB00320
P-glycoprotein/ABCB1 Inhibitors,,DB00320
Peripheral Nervous System Agents,D018373,DB00320
Sensory System Agents,D018689,DB00320
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,D020230,DB00320
Serotonin 5-HT1 Receptor Agonists,D058825,DB00320
Serotonin 5-HT2 Receptor Agonists,D058826,DB00320
Serotonin Modulators,,DB00320
Serotonin Receptor Agonists,D017366,DB00320
Sympatholytic (Adrenergic Blocking) Agents,,DB00320
Vasoconstrictor Agents,D014662,DB00320
Adrenergic Agents,D018663,DB00321
Adrenergic alpha-1 Receptor Antagonists,D058668,DB00321
Adrenergic alpha-2 Receptor Antagonists,D058669,DB00321
Adrenergic alpha-Antagonists,D000317,DB00321
Adrenergic Antagonists,D018674,DB00321
Adrenergic Uptake Inhibitors,D018759,DB00321
Analgesics,D000700,DB00321
"Analgesics, Non-Narcotic",D018712,DB00321
Anticholinergic Agents,D018680,DB00321
Antidepressive Agents,D000928,DB00321
"Antidepressive Agents, Tricyclic",D000929,DB00321
Benzocycloheptenes,D001567,DB00321
Central Nervous System Agents,D002491,DB00321
Central Nervous System Depressants,D002492,DB00321
Combined Inhibitors of Serotonin/Norepinephrine Reuptake,,DB00321
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB00321
Cytochrome P-450 CYP1A2 Substrates,,DB00321
Cytochrome P-450 CYP2C19 Substrates,,DB00321
Cytochrome P-450 CYP2D6 Substrates,,DB00321
Cytochrome P-450 CYP3A Substrates,,DB00321
Cytochrome P-450 CYP3A4 Substrates,,DB00321
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00321
Dibenzocycloheptenes,D003986,DB00321
Histamine Antagonists,D006633,DB00321
Histamine H1 Antagonists,D006634,DB00321
Hydrocarbons,D006838,DB00321
"Hydrocarbons, Aromatic",D006841,DB00321
"Hydrocarbons, Cyclic",D006844,DB00321
Membrane Transport Modulators,D049990,DB00321
Moderate Risk QTc-Prolonging Agents,,DB00321
Muscarinic Antagonists,D018727,DB00321
Nervous System,D009420,DB00321
Neurotransmitter Agents,D018377,DB00321
Neurotransmitter Uptake Inhibitors,D014179,DB00321
Non-Selective Monoamine Reuptake Inhibitors,,DB00321
P-glycoprotein/ABCB1 Inhibitors,,DB00321
P-glycoprotein/ABCB1 Substrates,,DB00321
Peripheral Nervous System Agents,D018373,DB00321
Polycyclic Compounds,D011083,DB00321
"Polycyclic Hydrocarbons, Aromatic",D011084,DB00321
Psychoanaleptics,,DB00321
Psychotropic Drugs,D011619,DB00321
QTc Prolonging Agents,,DB00321
Sensory System Agents,D018689,DB00321
Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,D020230,DB00321
Serotonin 5-HT2 Receptor Antagonists,D058830,DB00321
Serotonin Modulators,,DB00321
Serotonin Receptor Antagonists,D012702,DB00321
Tricyclics and Other Norepinephrine-reuptake Inhibitors,,DB00321
UGT1A1 Substrates,,DB00321
Antimetabolites,D000963,DB00322
"Antimetabolites, Antineoplastic",D000964,DB00322
Antineoplastic Agents,D000970,DB00322
Carbohydrates,D002241,DB00322
Cytochrome P-450 CYP2C9 Inhibitors,D065688,DB00322
Cytochrome P-450 CYP2C9 Inhibitors (strong),,DB00322
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00322
Deoxyribonucleosides,D003853,DB00322
Deoxyuridine,D003857,DB00322
Glycosides,D006027,DB00322
Heterocyclic Compounds,D006571,DB00322
"Heterocyclic Compounds, 1-Ring",D006573,DB00322
Immunosuppressive Agents,D007166,DB00322
Myelosuppressive Agents,,DB00322
Noxae,D009676,DB00322
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB00322
Nucleosides,D009705,DB00322
Pyrimidine Nucleosides,D011741,DB00322
Pyrimidines,D011743,DB00322
Ribonucleosides,D012263,DB00322
Toxic Actions,D004786,DB00322
Uridine,D014529,DB00322
Anti-Dyskinesia Agents,D018726,DB00323
Anti-Parkinson Drugs,D000978,DB00323
Benzene Derivatives,D001555,DB00323
Benzhydryl Compounds,D001559,DB00323
Central Nervous System Agents,D002491,DB00323
Central Nervous System Depressants,D002492,DB00323
COMT Inhibitors,D065098,DB00323
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00323
Dopamine Agents,D015259,DB00323
Enzyme Inhibitors,D004791,DB00323
Hydrocarbons,D006838,DB00323
"Hydrocarbons, Aromatic",D006841,DB00323
"Hydrocarbons, Cyclic",D006844,DB00323
Hypotensive Agents,,DB00323
Ketones,D007659,DB00323
Nervous System,D009420,DB00323
Nitro Compounds,D009574,DB00323
Phenols,D010636,DB00323
Adrenal Cortex Hormones,D000305,DB00324
Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use,,DB00324
Anti-Acne Preparations,,DB00324
Anti-Acne Preparations for Topical Use,,DB00324
Anti-Allergic Agents,D018926,DB00324
Anti-Inflammatory Agents,D000893,DB00324
Cardiovascular System,D002319,DB00324
Corticosteroids,D000305,DB00324
"Corticosteroids, Dermatological Preparations",,DB00324
"Corticosteroids, Moderately Potent (Group II)",,DB00324
Dermatologicals,D003879,DB00324
Glucocorticoids,D005938,DB00324
Hormones,D006728,DB00324
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB00324
Ophthalmologicals,,DB00324
Polycyclic Compounds,D011083,DB00324
Pregnadienediols,D011244,DB00324
Pregnadienes,D011245,DB00324
Pregnanes,D011278,DB00324
Sensory Organs,,DB00324
Steroids,D013256,DB00324
"Steroids, Fluorinated",D013259,DB00324
Vasoprotectives,,DB00324
Acids,D000143,DB00325
"Acids, Noncarboxylic",D000148,DB00325
Anions,D000838,DB00325
Antihypertensive Agents,D000959,DB00325
"Arteriolar Smooth Muscle, Agents Acting On",,DB00325
Cardiovascular Agents,D002317,DB00325
Cardiovascular System,D002319,DB00325
Cyanides,D003486,DB00325
Cytochrome P-450 Enzyme Inhibitors,D065607,DB00325
Direct Vasodilators,,DB00325
Electrolytes,D004573,DB00325
Ferric Compounds,D005290,DB00325
Ferricyanides,D005292,DB00325
Hydrogen Cyanide,D006856,DB00325
Hypotensive Agents,,DB00325
Indicators and Reagents,D007202,DB00325
Ions,D007477,DB00325
Iron Compounds,D058085,DB00325
Laboratory Chemicals,D019995,DB00325
